id,geometry_type,wkt,area_m2,area_km2,centroid_lon,centroid_lat,bbox_minx,bbox_miny,bbox_maxx,bbox_maxy,parts,holes,vertices,label,area_const,cbml,cobama,fecha_sinc,id_constru,numero_edi,numero_mej,numero_mez,numero_pis,numero_sem,numero_sot,Shape_Area,Shape_Leng,tipo_const
275,MultiPolygon,"MULTIPOLYGON (((-75.5491969444056 6.297437348751821, -75.54919727187053 6.297435573299047, -75.54919996776732 6.297435866617014, -75.54918841724776 6.297499160633343, -75.5491857353927 6.297498782260973, -75.5491969444056 6.297437348751821)))",2,0.000002,-75.54919366733678,6.29746134631244,-75.54919996776732,6.297435573299047,-75.5491857353927,6.297499160633343,1,0,6,,2.13,01030240003,0103024,2026-06-20,01030240003_0000,0,0,0,1,0,0,2.13072170966,14.8234877914,N
276,MultiPolygon,"MULTIPOLYGON (((-75.54966682721258 6.297380628135981, -75.549651979929 6.29741104152458, -75.54959476492668 6.297386493547741, -75.54960307959864 6.297377231051485, -75.5496175921731 6.297369875759709, -75.54963102216499 6.297368053450358, -75.54966682721258 6.297380628135981)))",21,0.000021,-75.54962754433416,6.297382220578309,-75.54966682721258,6.297368053450358,-75.54959476492668,6.29741104152458,1,0,7,,63.81,01030240012,0103024,2026-06-20,01030240012_0000,0,0,0,3,0,0,21.2728490927,19.5106807842,N
277,MultiPolygon,"MULTIPOLYGON (((-75.54953008247851 6.297700625082671, -75.54955014363493 6.297662853926133, -75.54958097012424 6.297682673116712, -75.54958434744233 6.297684842734009, -75.54958065602266 6.297691627993999, -75.54958002555138 6.297692784712116, -75.54961840368672 6.297715658122923, -75.54958734504788 6.297787845311914, -75.54958300472953 6.297797935531539, -75.54957479808614 6.297794160322153, -75.54953573456966 6.297776189599259, -75.54952846701391 6.297789868952669, -75.54952124070006 6.297782381220233, -75.54952673280008 6.297772048496351, -75.54949893690956 6.297759264696165, -75.5495026248697 6.297752325755346, -75.54953008247851 6.297700625082671), (-75.54954526103879 6.297758247204412, -75.54955713063572 6.297735893987658, -75.54953541640401 6.297726931948946, -75.5495235414111 6.29774929061649, -75.54954526103879 6.297758247204412)))",102,0.000102,-75.54955224315786,6.297740672466586,-75.54961840368672,6.297662853926133,-75.54949893690956,6.297797935531539,1,1,22,,304.02,01030240023,0103024,2026-06-20,01030240023_0000,0,0,0,3,0,0,101.339658977,56.5303640881,N
278,MultiPolygon,"MULTIPOLYGON (((-75.54964168489477 6.296251167083641, -75.54957825070437 6.296238275316741, -75.54957638939968 6.296246618442869, -75.54955812237996 6.296242285727, -75.54956061680016 6.296221108462219, -75.54955071418904 6.296217705883131, -75.5495544045443 6.296195891710033, -75.54962013555347 6.296213214122321, -75.54962948864802 6.296216217058801, -75.549650561294 6.296222962678054, -75.54964168489477 6.296251167083641)))",41,0.000041,-75.54959203684078,6.296226544648481,-75.549650561294,6.296195891710033,-75.54955071418904,6.296251167083641,1,0,11,,40.34,01030060010,0103006,2026-06-20,01030060010_0000,0,0,0,1,0,0,40.3373537489,30.4806385474,N
279,MultiPolygon,"MULTIPOLYGON (((-75.54963479553466 6.295872452582298, -75.54965237032341 6.295843998637919, -75.54966380269971 6.295851294047806, -75.5496747282337 6.295833607923536, -75.54969473784959 6.295846379169669, -75.54969222227527 6.295851002391657, -75.54968004289755 6.29587190059545, -75.54966754636644 6.295893354564813, -75.54963479553466 6.295872452582298)))",22,0.000022,-75.54967003077255,6.295857998739144,-75.54969473784959,6.295833607923536,-75.54963479553466,6.295893354564813,1,0,9,,21.87,01030060001,0103006,2026-06-20,01030060001_0000,0,0,0,1,0,0,21.8700658102,20.4307465894,N
280,MultiPolygon,"MULTIPOLYGON (((-75.54968004289755 6.29587190059545, -75.54969222227527 6.295851002391657, -75.5497011563207 6.295857197055693, -75.54968925473683 6.295877621055885, -75.54968004289755 6.29587190059545)))",3,0.000003,-75.54969066905758,6.295864430274671,-75.5497011563207,6.295851002391657,-75.54968004289755,6.295877621055885,1,0,5,,3.17,01030060003,0103006,2026-06-20,01030060003_0000,0,0,0,1,0,0,3.17281611609,7.69368181703,N
281,MultiPolygon,"MULTIPOLYGON (((-75.54970737971023 6.295918761443305, -75.54971467261828 6.295907316920022, -75.5497222909011 6.295912182650831, -75.5497149988703 6.295923621745276, -75.54970737971023 6.295918761443305)))",2,0.000002,-75.54971483552498,6.295915470689858,-75.5497222909011,6.295907316920022,-75.54970737971023,6.295923621745276,1,0,5,,1.5,01030060003,0103006,2026-06-20,01030060003_0000,0,0,0,1,0,0,1.50121938111,5.00229444822,N
282,MultiPolygon,"MULTIPOLYGON (((-75.54668520940326 6.303749621659238, -75.54673515176492 6.303758709796816, -75.54672977097322 6.303784644146735, -75.5467252359373 6.303806504983644, -75.54667856928037 6.303798012919906, -75.54668476007522 6.303752903950888, -75.54668520940326 6.303749621659238)))",30,0.000030,-75.54670644957237,6.303775066242871,-75.54673515176492,6.303749621659238,-75.54667856928037,6.303806504983644,1,0,7,,58.66,01030760016,0103076,2026-06-20,01030760016_0000,0,0,0,2,0,0,29.3278169273,21.6690940646,N
283,MultiPolygon,"MULTIPOLYGON (((-75.54672977097322 6.303784644146735, -75.54673515176492 6.303758709796816, -75.54675685959988 6.303770374273602, -75.5467500471002 6.303781041656007, -75.54675711266317 6.303785381193321, -75.54675106502219 6.303794468981814, -75.54672977097322 6.303784644146735)))",7,0.000007,-75.54674666785392,6.303779103341383,-75.54675711266317,6.303758709796816,-75.54672977097322,6.303794468981814,1,0,7,,7.25,01030760016,0103076,2026-06-20,01030760016_0000,0,0,0,1,0,0,7.24592568218,11.7771199647,N
284,MultiPolygon,"MULTIPOLYGON (((-75.5467252359373 6.303806504983644, -75.54672977097322 6.303784644146735, -75.54675106502219 6.303794468981814, -75.54675711266317 6.303785381193321, -75.5467500471002 6.303781041656007, -75.54675685959988 6.303770374273602, -75.54679244954029 6.303789497592625, -75.54675743788383 6.303842199037415, -75.54675313322788 6.303838875785358, -75.54672082890913 6.303827748594909, -75.5467252359373 6.303806504983644)))",34,0.000034,-75.54674939408571,6.303802073624544,-75.54679244954029,6.303770374273602,-75.54672082890913,6.303842199037415,1,0,11,,68.42,01030760016,0103076,2026-06-20,01030760016_0000,0,0,0,2,0,0,34.2059397499,26.8428993882,N
285,MultiPolygon,"MULTIPOLYGON (((-75.54657378355869 6.30374208522413, -75.54657443530876 6.303733067199289, -75.54661639904374 6.303739576948376, -75.54661580674534 6.303747075784555, -75.54661013897945 6.303818999788788, -75.54659523803882 6.303817364743632, -75.54656849645102 6.303814431395844, -75.54657378355869 6.30374208522413)))",42,0.000042,-75.54659347116082,6.303773228726373,-75.54661639904374,6.303733067199289,-75.54656849645102,6.303818999788788,1,0,8,,83.1,01030760002,0103076,2026-06-20,01030760002_0000,0,0,0,2,0,0,41.5482771364,27.1714482763,N
286,MultiPolygon,"MULTIPOLYGON (((-75.54652318795978 6.303809472255972, -75.54654955212939 6.303738222845151, -75.54654952284899 6.303738147947421, -75.54654957529563 6.303738155828131, -75.54657378355869 6.30374208522413, -75.54656849645102 6.303814431395844, -75.54652318795978 6.303809472255972)))",32,0.000032,-75.54655235304058,6.303763419249442,-75.54657378355869,6.303738147947421,-75.54652318795978,6.303814431395844,1,0,7,,62.84,01030760001,0103076,2026-06-20,01030760001_0000,0,0,0,2,0,0,31.4236977605,24.2001442539,N
287,MultiPolygon,"MULTIPOLYGON (((-75.54715685825109 6.296504143221298, -75.54708533715988 6.296473502335659, -75.5470764862031 6.296469708517924, -75.54708936358851 6.296454434075333, -75.547130398792 6.296416113943385, -75.54713145572688 6.296416989382733, -75.54714859667772 6.296431280986636, -75.54717466902044 6.296440289695698, -75.5471941881756 6.296457358853444, -75.54720098947111 6.296463304501472, -75.54718690838666 6.296491521670515, -75.547178867336 6.296487419217497, -75.54717203031707 6.296500831551216, -75.54716040411432 6.296495851535392, -75.54715685825109 6.296504143221298)))",73,0.000073,-75.54714903951574,6.296464482106301,-75.54720098947111,6.296416113943385,-75.5470764862031,6.296504143221298,1,0,15,,146,01030180047,0103018,2026-06-20,01030180047_0000,0,0,0,2,0,0,72.9957893965,36.1908593463,N
288,MultiPolygon,"MULTIPOLYGON (((-75.54714859667772 6.296431280986636, -75.54717645877639 6.296409667034707, -75.54719004915067 6.296419794481114, -75.54717466902044 6.296440289695698, -75.54714859667772 6.296431280986636)))",8,0.000008,-75.5471724434063,6.296425258049539,-75.54719004915067,6.296409667034707,-75.54714859667772,6.296440289695698,1,0,5,,7.64,01030180048,0103018,2026-06-20,01030180048_0000,0,0,0,1,0,0,7.64361195767,11.6646831639,N
289,MultiPolygon,"MULTIPOLYGON (((-75.54757771237794 6.296461894702217, -75.54758096384747 6.29645419573858, -75.5476559804607 6.296464372230316, -75.54765491793236 6.296470872511513, -75.54757771237794 6.296461894702217)))",7,0.000007,-75.54761739365463,6.2964628337956565,-75.5476559804607,6.29645419573858,-75.54757771237794,6.296470872511513,1,0,5,,6.87,01030180006,0103018,2026-06-20,01030180006_0000,0,0,0,1,0,0,6.86757344881,18.6333145714,N
290,MultiPolygon,"MULTIPOLYGON (((-75.54738598153365 6.296535239722244, -75.54739285209715 6.296519072414336, -75.54747005841827 6.296557108196394, -75.54745930677366 6.296585272947788, -75.54745403579608 6.296599083580007, -75.54740190526856 6.296574337775842, -75.5473870712475 6.296567294889574, -75.54737482745105 6.296561481597593, -75.54737908146559 6.296551471365797, -75.54738598153365 6.296535239722244)))",49,0.000049,-75.54741168000572,6.296561151387731,-75.54747005841827,6.296519072414336,-75.54737482745105,6.296599083580007,1,0,10,,48.27,01030180004,0103018,2026-06-20,01030180004_0000,0,0,0,1,0,0,48.27476669,29.2942350114,N
291,MultiPolygon,"MULTIPOLYGON (((-75.54734416881202 6.298704696904148, -75.54735520033633 6.298691672729672, -75.54736289664105 6.298696408819065, -75.54737933622499 6.298677114479291, -75.5473974389969 6.298689061519285, -75.54737005730264 6.298721371460756, -75.54734416881202 6.298704696904148)))",13,0.000013,-75.54736818305231,6.29869672098537,-75.5473974389969,6.298677114479291,-75.54734416881202,6.298721371460756,1,0,7,,39.3,01030330010,0103033,2026-06-20,01030330010_0000,0,0,0,3,0,0,13.0974541048,16.1857492092,N
292,MultiPolygon,"MULTIPOLYGON (((-75.54950219824421 6.29761458215928, -75.54949859995762 6.297620270285512, -75.54946276819045 6.297600004510291, -75.54946663733448 6.297594642346184, -75.54950089805915 6.297613854380991, -75.54950219824421 6.29761458215928)))",3,0.000003,-75.54948622035718,6.297608670736452,-75.54950219824421,6.297594642346184,-75.54946276819045,6.297620270285512,1,0,6,,3.33,01030240021,0103024,2026-06-20,01030240021_0000,0,0,0,1,0,0,3.33284928535,10.5428626404,N
293,MultiPolygon,"MULTIPOLYGON (((-75.5488932211411 6.297830696996729, -75.54890721039838 6.297781279003435, -75.54891352409979 6.297758960169958, -75.54891353660396 6.297758930273393, -75.54892342926736 6.29776176874187, -75.5489802309279 6.297778077896244, -75.54895754909333 6.297832644745134, -75.54894210418229 6.297828743961825, -75.54893843921394 6.297840210544599, -75.5488932211411 6.297830696996729)))",56,0.000056,-75.5489299161031,6.297796812481465,-75.5489802309279,6.297758930273393,-75.5488932211411,6.297840210544599,1,0,10,,110.94,01030240110,0103024,2026-06-20,01030240110_0000,0,0,0,2,0,0,55.4681417044,30.674425276,N
294,MultiPolygon,"MULTIPOLYGON (((-75.5493405289325 6.297501009387508, -75.54934362224017 6.297466837214775, -75.54937360102035 6.297469782751341, -75.54936988237938 6.29752023275865, -75.54936350915685 6.297524059332892, -75.54935062847947 6.297520687586632, -75.54934995370148 6.297502215515046, -75.5493405289325 6.297501009387508)))",18,0.000018,-75.54935596084432,6.2975006892209775,-75.54937360102035,6.297466837214775,-75.5493405289325,6.297524059332892,1,0,8,,35.1,01030240007,0103024,2026-06-20,01030240007_0000,0,0,0,2,0,0,17.5472073281,18.116495094,N
295,MultiPolygon,"MULTIPOLYGON (((-75.54899770920936 6.298564008212034, -75.54901636639568 6.298570136369522, -75.54903535844552 6.298576374998646, -75.54901461408967 6.298653195962267, -75.54897569931424 6.298640537006317, -75.54899770920936 6.298564008212034), (-75.54900121572372 6.298579131208224, -75.54899720529625 6.298592943823706, -75.54901083812993 6.29859638693386, -75.5490148788278 6.298582481951877, -75.54900121572372 6.298579131208224)))",37,0.000037,-75.54900709838135,6.298595021829605,-75.54903535844552,6.298564008212034,-75.54897569931424,6.298653195962267,1,1,11,,36.72,01030240090,0103024,2026-06-20,01030240090_0000,0,0,0,1,0,0,36.7230534492,32.8297482896,N
296,MultiPolygon,"MULTIPOLYGON (((-75.54895772039772 6.298556411156713, -75.54899770920936 6.298564008212034, -75.54897569931424 6.298640537006317, -75.54894826842552 6.298634419176578, -75.54894913785141 6.298627237242685, -75.5489536892986 6.298589683817085, -75.54895772039772 6.298556411156713), (-75.54896415507012 6.298563319617015, -75.54896203853576 6.298573243465301, -75.54897422134188 6.29857617561093, -75.54897629763515 6.29856633784931, -75.54896415507012 6.298563319617015)))",32,0.000032,-75.54896589370797,6.298589137315397,-75.54899770920936,6.298556411156713,-75.54894826842552,6.298640537006317,1,1,12,,31.66,01030240091,0103024,2026-06-20,01030240091_0000,0,0,0,1,0,0,31.6579313723,30.1207288472,N
297,MultiPolygon,"MULTIPOLYGON (((-75.54911443851756 6.297428398042288, -75.54911444378446 6.297428366372865, -75.54917524525025 6.297434990194764, -75.54917523998337 6.297435021864151, -75.54916238809201 6.297495494201859, -75.54915612380998 6.297494612570524, -75.54912619117816 6.297490385680099, -75.54911185961018 6.297488361803312, -75.54910377515228 6.29748721873802, -75.54911102797162 6.297447190242305, -75.54911443851756 6.297428398042288)))",45,0.000045,-75.549135073335,6.297463003971018,-75.54917524525025,6.297428366372865,-75.54910377515228,6.297495494201859,1,0,11,,44.69,01030240002,0103024,2026-06-20,01030240002_0000,0,0,0,1,0,0,44.6941774601,26.7775293958,N
298,MultiPolygon,"MULTIPOLYGON (((-75.54491057482088 6.301774368282069, -75.54491090769466 6.301761468664772, -75.54494089296935 6.301762156781198, -75.54493911013247 6.30177937877958, -75.5449356683525 6.301812731818417, -75.54490966125213 6.301809940316287, -75.54491020858238 6.301788764359529, -75.54491057482088 6.301774368282069)))",17,0.000017,-75.54492243197204,6.301784115571693,-75.54494089296935,6.301761468664772,-75.54490966125213,6.301812731818417,1,0,8,,17.04,01030720033,0103072,2026-06-20,01030720033_0000,0,0,0,1,0,0,17.0391940254,17.2010405414,N
299,MultiPolygon,"MULTIPOLYGON (((-75.54495989111136 6.301861900970406, -75.54496204186923 6.301849345081038, -75.54499323872828 6.3018553804958, -75.54499062490041 6.301867847330804, -75.54496765211984 6.301863403681988, -75.54495989111136 6.301861900970406)))",5,0.000005,-75.54497468974583,6.301859575512007,-75.54499323872828,6.301849345081038,-75.54495989111136,6.301867847330804,1,0,6,,4.92,01030720034,0103072,2026-06-20,01030720034_0000,0,0,0,1,0,0,4.91734237167,9.79887110794,N
300,MultiPolygon,"MULTIPOLYGON (((-75.54493449059197 6.301824141974954, -75.54493513080538 6.301817938483083, -75.54496157047978 6.301825868625014, -75.54495941508486 6.301849148151279, -75.54495235823268 6.301848625670527, -75.5449541549772 6.301829252733548, -75.54493449059197 6.301824141974954)))",4,0.000004,-75.54494952002864,6.301832495939735,-75.54496157047978,6.301817938483083,-75.54493449059197,6.301849148151279,1,0,7,,3.53,01030720034,0103072,2026-06-20,01030720034_0000,0,0,0,1,0,0,3.52865959114,11.514105502,N
301,MultiPolygon,"MULTIPOLYGON (((-75.54494089296935 6.301762156781198, -75.54494215266755 6.301749946090026, -75.54496803187934 6.301756160261316, -75.54497498319019 6.301757831473607, -75.54498859267325 6.301761096671459, -75.54501187465425 6.301766688835778, -75.54500422003174 6.301803125553969, -75.54498463775451 6.301799472720937, -75.54498642534901 6.301791936398923, -75.54493911013247 6.30177937877958, -75.54494089296935 6.301762156781198)))",28,0.000028,-75.54497409213016,6.301772779356679,-75.54501187465425,6.301749946090026,-75.54493911013247,6.301803125553969,1,0,11,,27.57,01030720034,0103072,2026-06-20,01030720034_0000,0,0,0,1,0,0,27.5749905863,23.8052297496,N
302,MultiPolygon,"MULTIPOLYGON (((-75.54494215266755 6.301749946090026, -75.54494503892239 6.30172200413192, -75.54496782888917 6.301725648541912, -75.54499191650373 6.301729498177182, -75.54498859267325 6.301761096671459, -75.54497498319019 6.301757831473607, -75.54496803187934 6.301756160261316, -75.54494215266755 6.301749946090026)))",17,0.000017,-75.54496836353222,6.301743169335347,-75.54499191650373,6.30172200413192,-75.54494215266755,6.301761096671459,1,0,8,,34.72,01030720034,0103072,2026-06-20,01030720034_0000,0,0,0,2,0,0,17.3578266357,17.1606944198,N
303,MultiPolygon,"MULTIPOLYGON (((-75.54780420345075 6.298039163099594, -75.54779113325188 6.29808029411006, -75.54778457910287 6.298078526048498, -75.54779714339924 6.298037600932591, -75.54779921573743 6.298038060041478, -75.54780420345075 6.298039163099594)))",4,0.000004,-75.54779525498843,6.298054728846444,-75.54780420345075,6.298037600932591,-75.54778457910287,6.29808029411006,1,0,6,,3.68,01030220043,0103022,2026-06-20,01030220043_0000,0,0,0,1,0,0,3.67999023049,11.0607369337,N
304,MultiPolygon,"MULTIPOLYGON (((-75.54784792746163 6.2980871012789, -75.54784246536151 6.29808562623891, -75.54784057793769 6.298093621419135, -75.54781223969475 6.298085984527057, -75.54782391816255 6.298043512293351, -75.54783804816506 6.298046628441035, -75.54788371805188 6.298056694994568, -75.54787539904449 6.298083784646969, -75.54786806016017 6.298107672596259, -75.5478552911901 6.298103124932524, -75.54785839925265 6.298089924281288, -75.54784792746163 6.2980871012789)))",33,0.000033,-75.54784964040749,6.29808033415,-75.54788371805188,6.298043512293351,-75.54781223969475,6.298107672596259,1,0,12,,98.88,01030220043,0103022,2026-06-20,01030220043_0000,0,0,0,2,0,1,32.964879911,26.5312217259,N
305,MultiPolygon,"MULTIPOLYGON (((-75.54584525118801 6.301387922873707, -75.54588544053799 6.301386557616901, -75.54588505204325 6.301393607023897, -75.54584520328352 6.301394959768492, -75.54584525118801 6.301387922873707)))",3,0.000003,-75.54586523676319,6.30139076182075,-75.54588544053799,6.301386557616901,-75.54584520328352,6.301394959768492,1,0,5,,3.45,01030580046,0103058,2026-06-20,01030580046_0000,0,0,0,1,0,0,3.44665721375,10.4222953216,N
306,MultiPolygon,"MULTIPOLYGON (((-75.54463544982796 6.301447819538812, -75.54467601771142 6.301439943856442, -75.54467698981068 6.301444359292372, -75.54468803304685 6.301494690387594, -75.54464689663233 6.301503457584904, -75.54463544982796 6.301447819538812)))",29,0.000029,-75.54466467740585,6.301466054132025,-75.54468803304685,6.301439943856442,-75.54463544982796,6.301503457584904,1,0,6,,86.4,01030580014,0103058,2026-06-20,01030580014_0000,0,0,0,2,0,1,28.7962890934,21.7108920815,N
307,MultiPolygon,"MULTIPOLYGON (((-75.544720059297 6.301414155317259, -75.54476920339386 6.301404298459552, -75.54476983186998 6.301408104395787, -75.54477071004321 6.301413456040746, -75.54477090661945 6.30141467020136, -75.54472200862206 6.301424222982449, -75.544720059297 6.301414155317259)))",6,0.000006,-75.54475378664092,6.301413151232858,-75.54477090661945,6.301404298459552,-75.544720059297,6.301424222982449,1,0,7,,6.35,01030580016,0103058,2026-06-20,01030580016_0000,0,0,0,0,0,1,6.34982102665,13.3576828834,N
308,MultiPolygon,"MULTIPOLYGON (((-75.54492159072136 6.30146456830916, -75.54497888277182 6.301455148123076, -75.54498486629234 6.30149183560803, -75.5449279601007 6.301501818075667, -75.54492763168253 6.30149987946489, -75.54492159072136 6.30146456830916)))",27,0.000027,-75.54494818631375,6.3014826499161645,-75.54498486629234,6.301455148123076,-75.54492159072136,6.301501818075667,1,0,6,,53.14,01030580019,0103058,2026-06-20,01030580019_0000,0,0,0,1,0,1,26.5722467721,21.1111483486,N
309,MultiPolygon,"MULTIPOLYGON (((-75.54524334298506 6.301490247419866, -75.5452563854075 6.301472655826805, -75.5452697322014 6.301481534093524, -75.54525576797332 6.301500763004143, -75.54524334298506 6.301490247419866)))",5,0.000005,-75.54525630714181,6.301486300086085,-75.5452697322014,6.301472655826805,-75.54524334298506,6.301500763004143,1,0,5,,9.02,01030580027,0103058,2026-06-20,01030580027_0000,0,0,0,2,0,0,4.50685047288,8.62653101275,N
310,MultiPolygon,"MULTIPOLYGON (((-75.54576371114236 6.301387826483137, -75.54576389965166 6.301380901914656, -75.54581928477211 6.301381794154712, -75.54581886200674 6.301388671949154, -75.54576371114236 6.301387826483137)))",5,0.000005,-75.54579143939321,6.301384798625415,-75.54581928477211,6.301380901914656,-75.54576371114236,6.301388671949154,1,0,5,,4.67,01030580045,0103058,2026-06-20,01030580045_0000,0,0,0,1,0,0,4.67219299095,13.763064252,N
311,MultiPolygon,"MULTIPOLYGON (((-75.54570377722254 6.301472683835432, -75.54570417927407 6.301463967188831, -75.54570663776074 6.301410574923019, -75.54575320457671 6.301412163895682, -75.54575173808307 6.301473121400254, -75.54570377722254 6.301472683835432)))",36,0.000036,-75.54572390738343,6.301446502248644,-75.54575320457671,6.301410574923019,-75.54570377722254,6.301473121400254,1,0,6,,106.89,01030580073,0103058,2026-06-20,01030580073_0000,0,0,0,3,0,0,35.6274167853,24.0860777788,N
312,MultiPolygon,"MULTIPOLYGON (((-75.54557693399603 6.301431442128906, -75.54562936449777 6.301430871503, -75.54563053211943 6.301475190534323, -75.54557686044915 6.301474909224973, -75.54557693399603 6.301431442128906)))",29,0.000029,-75.5456034227656,6.3014531033478,-75.54563053211943,6.301430871503,-75.54557686044915,6.301475190534323,1,0,5,,57.02,01030580041,0103058,2026-06-20,01030580041_0000,0,0,0,2,0,0,28.5053332931,21.4544429567,N
313,MultiPolygon,"MULTIPOLYGON (((-75.54732799179635 6.298694278340609, -75.54732039502376 6.298689385354181, -75.54731314122915 6.298699788158691, -75.54729394801328 6.298685098863822, -75.5473002803205 6.298678063832527, -75.5472909502461 6.298671825864476, -75.54728177327634 6.29866159461817, -75.54728941875535 6.298648872678561, -75.54730508412098 6.298656096825671, -75.5473150738589 6.298640858160722, -75.54735456372366 6.298661749945675, -75.54736028707364 6.298664543707036, -75.54737933622499 6.298677114479291, -75.54736289664105 6.298696408819065, -75.54735520033633 6.298691672729672, -75.54734416881202 6.298704696904148, -75.54732799179635 6.298694278340609)))",41,0.000041,-75.54732465684077,6.298676378080145,-75.54737933622499,6.298640858160722,-75.54728177327634,6.298704696904148,1,0,17,,81.52,01030330010,0103033,2026-06-20,01030330010_0000,0,0,0,2,0,0,40.764562498,30.449348234,N
314,MultiPolygon,"MULTIPOLYGON (((-75.54736300970515 6.298656608637449, -75.54738839031334 6.298651227308033, -75.54739274527452 6.298653945478462, -75.54737933622499 6.298677114479291, -75.54736028707364 6.298664543707036, -75.54735456372366 6.298661749945675, -75.54736300970515 6.298656608637449)))",6,0.000006,-75.54737305538588,6.298660864925991,-75.54739274527452,6.298651227308033,-75.54735456372366,6.298677114479291,1,0,7,,12.04,01030330010,0103033,2026-06-20,01030330010_0000,0,0,0,2,0,0,6.02305172058,10.7250438648,N
315,MultiPolygon,"MULTIPOLYGON (((-75.54722482201974 6.298701705833728, -75.54724604404196 6.298678291637981, -75.54725870710566 6.298692429678407, -75.54727299459717 6.298708377037228, -75.54728463738724 6.29872137636562, -75.54724061583082 6.298771011575178, -75.5471895068238 6.298740673472005, -75.54722482201974 6.298701705833728)))",54,0.000054,-75.54724533254377,6.298716266514306,-75.54728463738724,6.298678291637981,-75.5471895068238,6.298771011575178,1,0,8,,213.4,01030330012,0103033,2026-06-20,01030330012_0000,0,0,0,4,0,0,53.346312917,29.6308780703,N
316,MultiPolygon,"MULTIPOLYGON (((-75.54725818156346 6.298664899517159, -75.54727153598438 6.298650165185259, -75.54728177327634 6.29866159461817, -75.5472909502461 6.298671825864476, -75.5473002803205 6.298678063832527, -75.54729394801328 6.298685098863822, -75.54727299459717 6.298708377037228, -75.54725870710566 6.298692429678407, -75.54727084732879 6.298679035735887, -75.54725818156346 6.298664899517159)))",15,0.000015,-75.5472776909373,6.298676832259215,-75.5473002803205,6.298650165185259,-75.54725818156346,6.298708377037228,1,0,10,,29.3,01030330012,0103033,2026-06-20,01030330012_0000,0,0,0,2,0,0,14.6527693788,17.6412522078,N
317,MultiPolygon,"MULTIPOLYGON (((-75.5472877225407 6.298739411766332, -75.54730073484694 6.298724377132862, -75.54731077591279 6.298732070854354, -75.54729776360689 6.298747105488081, -75.5472877225407 6.298739411766332)))",3,0.000003,-75.54729924922684,6.2987357413104075,-75.54731077591279,6.298724377132862,-75.5472877225407,6.298747105488081,1,0,5,,3.07,01030330012,0103033,2026-06-20,01030330012_0000,0,0,0,1,0,0,3.07348537454,7.19902728233,N
318,MultiPolygon,"MULTIPOLYGON (((-75.54724061583082 6.298771011575178, -75.54728463738724 6.29872137636562, -75.54727299459717 6.298708377037228, -75.54729394801328 6.298685098863822, -75.54731314122915 6.298699788158691, -75.5473285207021 6.298711568584378, -75.54731077591279 6.298732070854354, -75.54730073484694 6.298724377132862, -75.5472877225407 6.298739411766332, -75.54729776360689 6.298747105488081, -75.54726470364844 6.298785310804482, -75.54724061583082 6.298771011575178)))",37,0.000037,-75.5472905053014,6.298729590602822,-75.5473285207021,6.298685098863822,-75.54724061583082,6.298785310804482,1,0,12,,109.74,01030330012,0103033,2026-06-20,01030330012_0000,0,0,0,3,0,0,36.5834087284,34.2422024721,N
319,MultiPolygon,"MULTIPOLYGON (((-75.54715423472193 6.29874864996536, -75.54715785217795 6.29874336497979, -75.54717668442986 6.2987548157285, -75.54717243517337 6.298759504377519, -75.54715423472193 6.29874864996536)))",2,0.000002,-75.54716530162578,6.298751583762792,-75.54717668442986,6.29874336497979,-75.54715423472193,6.298759504377519,1,0,5,,1.67,01030330013,0103033,2026-06-20,01030330013_0000,0,0,0,1,0,0,1.66731113709,6.19239077707,N
320,MultiPolygon,"MULTIPOLYGON (((-75.54717668442986 6.2987548157285, -75.54715785217795 6.29874336497979, -75.54715423472193 6.29874864996536, -75.54713726129691 6.298738529118515, -75.54714335826202 6.298724184638842, -75.54718301789906 6.298747833130119, -75.54717668442986 6.2987548157285)))",7,0.000007,-75.54715873479795,6.298742896260188,-75.54718301789906,6.298724184638842,-75.54713726129691,6.2987548157285,1,0,7,,13.14,01030330013,0103033,2026-06-20,01030330013_0000,0,0,0,2,0,0,6.56810036662,13.2107594239,N
321,MultiPolygon,"MULTIPOLYGON (((-75.54720908643576 6.298546342510598, -75.5472250934102 6.298496524065478, -75.54728211122496 6.298521187178455, -75.54728015902909 6.298528131202016, -75.54728928635308 6.298532075541599, -75.54727945343406 6.298567051872942, -75.54720908643576 6.298546342510598)))",42,0.000042,-75.54726086498118,6.298531885395182,-75.54728928635308,6.298496524065478,-75.54720908643576,6.298567051872942,1,0,7,,41.65,01030330015,0103033,2026-06-20,01030330015_0000,0,0,0,0,0,1,41.6487068708,26.6973296084,N
322,MultiPolygon,"MULTIPOLYGON (((-75.54729826928002 6.298523274505697, -75.54730978443081 6.298500105715041, -75.5473159346311 6.298503900046212, -75.54731866376265 6.298498408742472, -75.5473571213572 6.298524967081681, -75.54734589265992 6.298543878848987, -75.54729826928002 6.298523274505697)))",17,0.000017,-75.54732427768695,6.298515755823348,-75.5473571213572,6.298498408742472,-75.54729826928002,6.298543878848987,1,0,7,,33.94,01030330016,0103033,2026-06-20,01030330016_0000,0,0,0,1,0,1,16.9661972053,17.686811788,N
